invoiceno,items_per_order
580503,50
580504,257
580505,258
580506,128
580508,20
580509,212
580511,290
580512,180
580513,534
580514,159
580515,244
580516,271
580517,200
580518,298
580519,938
580520,246
580521,1
580523,283
580524,90
580525,120
580526,356
580527,268
580528,534
580529,24
580530,90
580531,34
580532,248
580533,18
580534,75
580535,43
580536,255
580537,16
580538,202
580539,267
580540,90
580541,632
580542,18
580543,286
580544,238
580545,128
580546,21
580547,390
580548,7
580549,66
580550,448
580552,94
580553,408
580554,88
580555,185
580556,44
580557,34
580558,60
580559,96
580561,9
580580,10
580586,4
580588,5
580595,224
580596,207
580598,170
580599,283
580600,147
580601,4
580602,140
580603,348
580606,32
580607,156
580608,84
580609,1
580610,948
580611,258
580612,852
580613,322
580614,18
580615,1005
580619,470
580622,85
580630,523
580631,170
580632,495
580633,128
580634,192
580635,347
580636,654
580637,138
580638,92
580639,101
580640,145
580642,34
580643,161
580644,239
580645,879
580646,1600
580647,321
580648,147
580650,458
580651,81
580652,3920
580653,322
580654,82
580655,25
580656,123
580657,191
580658,122
580659,79
580660,608
580661,53
580662,334
580663,10
580664,170
580665,4732
580666,32
580667,55
580668,4
580669,618
580670,97
580671,444
580672,236
580673,1892
580674,7
580675,598
580676,41
580677,285
580678,157
580679,191
580680,305
580681,44
580682,228
580683,2
580684,156
580685,216
580687,226
580688,43
580689,156
580690,184
580691,748
580692,163
580693,204
580694,283
580695,224
580696,93
580697,384
580699,2
580700,78
580704,40
580705,472
580706,5
580709,2
580712,134
580713,21
580715,5
580716,173
580717,125
580718,24
580719,264
580720,164
580721,242
580722,74
580723,407
580724,2
580725,394
580727,2193
580728,128
580729,2456
580730,1858
580731,148
580732,16
580733,206
580734,267
580735,321
580736,205
580737,294
580738,240
580739,5
580742,700
580743,1
580744,1640
580745,100
580746,45
580748,5
580750,227
580752,236
580753,303
580754,979
580755,42
580756,25
580757,209
580758,16
580759,840
580760,138
580763,192
580765,24
580771,276
580772,17
580774,26
580775,20
580776,96
580777,95
580778,92
580808,626
580816,482
580819,642
580820,2
580822,275
580830,79
580831,789
580833,96
580848,39
580852,126
580865,457
580872,142
580873,1410
580874,234
580875,1152
580876,116
580877,97
580878,231
580879,66
580880,694
580881,40
580882,38
580883,58
580884,241
580885,72
580887,80
580888,96
580889,12
580890,176
580891,158
580892,180
580893,123
580894,188
580901,171
580902,336
580903,104
580904,180
580905,99
580906,108
580907,385
580908,162
580909,160
580910,864
580911,227
580914,70
580915,74
580916,9
580937,204
580939,268
580955,182
580956,702
580958,113
580959,217
580960,76
580961,15
580962,28
580963,145
580964,215
580965,175
580967,72
580969,82
580972,758
580973,115
580974,282
580975,24
580976,1
580977,93
580978,552
580979,221
580980,461
580981,336
580982,450
580983,1651
580984,344
580985,1160
580986,254
580987,96
580988,102
580990,48
580991,288
580992,60
580993,64
580996,240
580997,325
580998,74
580999,173
581000,168
581001,312
581002,211
581003,817
581004,56
581005,67
581006,609
581007,88
581008,156
581010,273
581011,176
581013,424
581014,86
581015,673
581016,77
581017,80
581018,360
581019,158
581020,3295
581021,201
581022,63
581023,766
581027,180
581034,234
581057,153
581058,32
581059,114
581064,324
581068,177
581074,180
581095,78
581096,86
581097,600
581098,572
581099,139
581101,65
581102,20
581103,4
581104,174
581105,4340
581107,620
581108,342
581110,150
581112,210
581113,83
581114,60
581115,1404
581116,92
581118,126
581119,38
581120,102
581122,487
581123,205
581125,250
581126,254
581127,1
581129,450
581130,85
581131,140
581132,144
581133,1392
581134,127
581135,152
581136,20
581137,246
581138,500
581139,516
581140,57
581141,315
581142,72
581143,32
581144,275
581146,902
581147,170
581149,256
581150,13
581163,122
581164,248
581165,264
581166,116
581167,180
581168,154
581169,238
581170,418
581171,249
581172,284
581173,237
581174,148
581175,7366
581176,452
581177,88
581179,890
581180,192
581181,322
581182,142
581183,138
581184,24
581185,72
581186,120
581187,292
581188,1016
581190,102
581191,146
581192,151
581193,92
581194,434
581195,6
581196,324
581197,12
581198,30
581199,2
581200,21
581201,155
581202,41
581203,15
581204,355
581205,55
581206,87
581207,337
581208,10
581209,6
581210,26
581211,14
581212,1050
581213,30
581214,224
581215,272
581216,468
581217,1853
581218,476
581219,2151
581220,642
581221,265
581222,46
581223,88
581224,149
581225,444
581226,338
581227,12
581230,494
581231,4
581232,148
581233,76
581234,27
581236,186
581237,176
581238,692
581241,314
581246,67
581251,52
581252,86
581253,27
581256,1074
581266,992
581279,21
581281,191
581285,174
581291,109
581310,91
581324,28
581325,196
581327,214
581333,21
581334,472
581335,152
581336,92
581338,140
581345,107
581352,98
581356,27
581357,189
581358,42
581361,102
581375,1056
581376,253
581377,151
581378,93
581379,101
581380,77
581381,161
581382,223
581383,188
581385,96
581394,4
581395,35
581396,90
581397,62
581398,122
581399,198
581400,190
581401,256
581402,186
581403,254
581404,322
581405,300
581406,540
581407,123
581408,20
581410,1069
581411,78
581412,692
581413,134
581414,177
581415,226
581416,79
581417,110
581418,154
581419,740
581420,432
581421,146
581422,235
581423,52
581424,63
581425,350
581426,104
581427,70
581428,12
581429,111
581430,48
581431,14
581432,272
581433,806
581434,70
581435,2
581436,278
581437,254
581438,268
581439,1748
581442,59
581443,492
581445,164
581448,48
581449,21
581450,63
581451,132
581452,324
581453,454
581454,91
581455,140
581456,168
581457,2414
581458,1500
581459,1200
581461,84
581467,256
581469,64
581471,74
581472,139
581473,55
581474,24
581475,352
581476,2215
581477,144
581478,226
581479,10
581480,84
581481,234
581482,228
581483,80995
581485,114
581486,218
581487,120
581488,56
581489,72
581491,12
581492,2011
581493,203
581494,188
581495,276
581496,496
581497,654
581498,732
581500,10
581501,692
581502,158
581514,381
581516,179
581538,115
581566,144
581567,365
581570,96
581571,270
581572,60
581574,88
581578,508
581579,476
581580,82
581581,22
581582,18
581583,76
581584,120
581585,278
581586,66
581587,105
a563185,1
a563186,1
a563187,1
c536379,1
c536383,1
c536391,132
c536506,6
c536543,3
c536548,40
c536606,2
c536622,2
c536625,2
c536642,1
c536734,5
c536737,2
c536757,9360
c536758,1
c536760,4
c536807,3
c536812,852
c536814,23
c536815,2
c536816,2
c536817,2
c536818,1
c536820,4
c536822,3
c536825,3
c536826,5
c536827,3
c536828,4
c536829,1
c536850,244
c536853,1
c536854,3
c536855,4
c536978,1
c536979,2
c537024,36
c537039,3
c537043,7
c537132,18
c537143,1
c537157,24
c537164,1
c537203,2
c537232,2
c537234,20
c537251,103
c537314,4
c537320,1
c537333,4
c537373,1
c537379,10
c537383,3
c537398,1
c537402,34
c537406,16
c537408,18
c537413,72
c537414,7
c537416,1
c537417,1
c537431,1
c537444,8
c537445,11
c537530,5
c537572,1
c537581,2
c537596,2
c537597,1
c537600,1
c537602,18
c537610,1
c537611,36
c537613,1
c537630,1
c537644,1
c537647,1
c537651,1
c537652,1
c537656,12
c537677,1
c537684,2
c537746,3
c537756,36
c537763,1
c537788,2
c537797,4
c537798,1
c537805,15
c537807,15
c537812,20
c537814,3
c537820,1
c537821,3
c537824,2
c537832,8
c537834,5
c537835,3
c537838,4
c537853,7
c537856,3
c537857,1
c537860,158
c537893,5
c537998,8
c538052,1
c538059,104
c538062,23
c538066,1
c538075,12
c538081,33
c538082,20
c538083,7
c538084,12
c538085,3
c538088,24
c538089,1
c538091,2
c538098,1
c538099,4
c538100,12
c538102,2
c538103,2
c538105,2
c538109,5
c538110,144
c538111,24
c538112,4
c538114,1
c538115,34
c538118,3
c538119,4
c538121,1
c538122,1
c538123,4
c538124,6
c538164,1
c538189,1
c538314,47
c538341,290
c538344,12
c538350,108
c538357,144
c538362,30
c538372,6
c538373,12
c538375,1
c538376,13
c538377,2
c538463,2
c538500,2
c538530,33
c538531,2
c538536,48
c538595,2
c538628,2
c538632,1
c538642,2
c538643,2
c538647,2
c538650,3
c538670,4
c538680,1
c538681,1
c538682,1
c538684,3
c538686,1
c538690,11
c538691,2
c538692,2
c538693,6
c538694,2
c538695,1
c538696,1
c538698,24
c538699,4
c538700,2
c538701,1
c538702,60
c538703,3
c538704,2
c538705,17
c538711,1
c538712,1
c538713,3
c538717,12
c538718,48
c538720,4
c538723,13
c538725,20
c538726,1
c538734,2
c538742,2
c538745,1
c538749,1
c538755,1
c538763,8
c538768,36
c538771,1
c538794,1
c538798,4
c538802,8
c538803,5
c538804,2
c538805,6
c538806,1
c538813,2
c538833,8
c538834,2
c538847,240
c538874,5
c538876,1
c538882,36
c538887,1
c538889,3
c538891,7
c538897,2
c538898,1
c538904,1
c538971,48
c538997,2
c539003,1
c539031,12
c539035,1
c539037,56
c539054,6
c539055,12
c539057,11
c539058,10
c539059,2
c539063,7
c539065,8
c539066,2
c539067,18
c539068,36
c539069,3
c539071,3
c539072,16
c539073,1
c539090,1
c539097,7
c539100,2
c539104,3
c539110,1
c539114,3
c539191,2
c539195,5
c539221,30
c539224,1
c539244,1
c539251,4
c539253,10
c539258,2
c539260,7
c539270,8
c539271,1
c539273,2
c539274,2
c539276,2
c539277,3
c539278,6
c539279,2
c539284,12
c539287,160
c539289,3
c539291,11
c539301,12
c539302,12
c539329,800
c539402,16
c539409,1
c539438,1
c539448,72
c539467,3
c539476,1
c539486,70
c539499,3
c539565,7
c539566,3
c539568,6
c539569,20
c539573,5
c539574,2
c539575,48
c539576,358
c539577,1
c539589,1
c539596,16
c539598,23
c539599,6
c539600,12
c539601,2
c539602,22
c539603,5
c539605,7
c539606,10
c539608,3
c539632,96
c539640,7
c539644,57
c539655,24
c539657,14
c539661,48
c539667,57
c539707,2
c539709,4
c539710,3
c539711,5
c539712,1
c539719,60
c539726,10
c539756,1
c539827,1
c539830,8
c539832,1
c539838,10
c539857,1
c539866,9
c539943,4
c539944,1
c539945,6
c539947,6
c539948,4
c539949,6
c539950,13
c539956,15
c539983,6
c540006,3
c540007,12
c540030,24
c540057,1
c540097,24
c540109,150
c540112,18
c540117,1
c540118,1
c540129,3
c540142,16
c540151,1
c540152,1
c540155,54
c540156,1
c540158,36
c540164,102
c540165,3
c540171,1
c540177,4
c540243,20
c540244,2
c540246,16
c540250,10
c540266,2
c540270,8
c540271,1
c540307,284
c540346,4
c540347,6
c540360,9
c540366,30
c540367,3
c540376,1
c540377,15
c540378,4
c540379,2
c540380,12
c540381,1
c540382,5
c540384,7
c540385,1
c540386,5
c540388,1
c540389,1
c540390,5
c540391,1
c540392,45
c540393,8
c540394,1
c540398,2
c540400,11
c540403,1
c540417,669
c540470,2
c540503,3
c540527,2
c540535,15
c540555,2
c540559,4
c540634,19
c540643,2
c540652,1
c540780,52
c540781,14
c540783,8
c540784,12
c540786,12
c540787,16
c540788,5
c540790,2
c540791,1
c540792,1
c540793,2
c540796,1
c540814,1
c540820,6
c540837,31
c540841,41
c540843,48
c540845,4
c540846,50
c540847,8
c540850,1
c540852,12
c540853,1
c540854,1
c540860,2
c540895,1
c540937,31
c540938,48
c540942,6
c540944,1
c540948,9
c540949,4
c540950,1
c540952,1
c541007,4
c541009,4
c541089,1
c541090,2
c541092,6
c541117,3
c541201,24
c541222,9
c541229,4
c541231,8
c541232,2
c541233,5
c541234,3
c541235,2
c541237,1
c541245,12
c541254,2
c541257,1
c541261,8
c541284,36
c541415,3
c541416,1
c541418,12
c541433,74215
c541492,8
c541498,1
c541499,5
c541501,7
c541502,1
c541503,1
c541512,6
c541572,100
c541573,4
c541586,3
c541589,8
c541603,1
c541641,2
c541650,1
c541651,1
c541653,1
c541654,6
c541656,3
c541674,1
c541688,4
c541689,17
c541691,6
c541693,14
c541694,21
c541701,7
c541704,12
c541705,4
c541707,18
c541710,86
c541735,19
c541779,24
c541786,3
c541787,1
c541790,36
c541817,4
c541818,1
c541821,8
c541822,6
c541823,1
c541824,3
c541825,3
c541826,6
c541828,3
c541829,4
c541831,1
c541833,1
c541834,6
c541852,1
c541861,2
c541863,44
c541868,12
c541885,1
c541897,12
c541959,10
c541961,3
c541964,21
c541994,24
c542032,7
c542038,1
c542060,14
c542078,2
c542082,2
c542086,1
c542088,12
c542089,5
c542091,3
c542092,8
c542094,3
c542095,5
c542097,4
c542101,10
c542104,3
c542138,711
c542139,4
c542140,2
c542150,11
c542218,3
c542232,2
c542244,1
c542245,13
c542256,15
c542257,2
c542259,1
c542260,2
c542261,8
c542262,1
c542263,1
c542264,3
c542270,1
c542271,9
c542273,22
c542346,18
c542348,1
c542352,1
c542366,43
c542376,3
c542383,13
c542385,2
c542395,1
c542400,1
c542402,7
c542403,4
c542404,5
c542413,160
c542416,5
c542421,1
c542424,11
c542426,551
c542427,1
c542537,61
c542539,19
c542540,3
c542588,8
c542589,2
c542593,10
c542604,64
c542635,3
c542637,6
c542638,3
c542639,1
c542640,4
c542642,4
c542643,6
c542644,2
c542645,1
c542693,600
c542704,42
c542714,5
c542721,2
c542726,5
c542730,3
c542732,2
c542734,4
c542738,12
c542740,5
c542742,112
c542744,12
c542748,12
c542753,1
c542781,15
c542787,4
c542792,5
c542793,78
c542798,2
c542799,2
c542805,2
c542832,12
c542860,1
c542866,6
c542910,15
c542912,1
c542913,3
c542916,1
c542924,2
c542951,2
c542991,12
c543004,4
c543026,6
c543039,3
c543042,12
c543050,35
c543052,1
c543109,24
c543112,3
c543119,1
c543175,7
c543185,28
c543195,2
c543239,17
c543241,1
c543244,1
c543290,4
c543307,1
c543347,41
c543353,5
c543356,3
c543368,7
c543375,21
c543381,144
c543384,1
c543388,3
c543431,4
c543442,4
c543445,18
c543465,2
c543469,12
c543475,5
c543551,76
c543603,9
c543605,4
c543606,2
c543607,1
c543608,1
c543609,2
c543611,37
c543620,1
c543621,3
c543624,200
c543627,1
c543628,5
c543632,1
c543633,17
c543634,48
c543635,6
c543636,1
c543637,8
c543638,11
c543640,1
c543643,12
c543644,2
c543659,96
c543661,19
c543662,5
c543663,1
c543671,48
c543706,1
c543729,1
c543741,1
c543742,1
c543743,1
c543744,19
c543745,19
c543749,1
c543750,1
c543752,1
c543755,85
c543756,24
c543757,1
c543758,1
c543760,52
c543761,1
c543763,3
c543764,28
c543765,12
c543766,1
c543767,2
c543768,2
c543769,1
c543771,2
c543772,1
c543773,2
c543775,6
c543776,3
c543778,1
c543779,5
c543780,1
c543784,4
c543785,2
c543786,1
c543787,48
c543789,3
c543790,6
c543791,18
c543792,3
c543811,2
c543817,5
c543818,15
c543819,19
c543830,5
c543834,15
c543835,8
c543837,6
c543838,9
c543840,1
c543841,1
c543917,1
c543918,5
c543972,3
c543974,5
c543980,1
c543992,1
c544034,11
c544038,10
c544047,1
c544049,1
c544054,1
c544057,2
c544080,4
c544099,1
c544117,1
c544118,12
c544171,7
c544174,1
c544184,144
c544279,1
c544300,1
c544310,1
c544318,1
c544397,4
c544413,12
c544414,2
c544415,1
c544416,2
c544417,1
c544419,3
c544420,2
c544422,12
c544424,11
c544425,1
c544427,1
c544428,2
c544429,2
c544432,1
c544433,1
c544435,6
c544436,6
c544437,1
c544442,3
c544451,2
c544458,2
c544507,7
c544553,1
c544557,15
c544558,11
c544559,6
c544560,8
c544561,1
c544570,2
c544575,1
c544576,1
c544577,1
c544580,15
c544581,4
c544583,7
c544584,1
c544587,1
c544589,1
c544590,1
c544594,1
c544608,1
c544609,3
c544635,12
c544653,2
c544655,13
c544665,4
c544669,5
c544671,1
c544674,1
c544679,7
c544682,5
c544696,18
c544775,4
c544780,8
c544814,1
c544827,2
c544828,2
c544829,2
c544830,9
c544831,14
c544840,2
c544897,1
c544901,17
c544902,2
c545003,13
c545033,672
c545040,1
c545068,11
c545189,1
c545277,1
c545307,6
c545329,2
c545330,1
c545421,2
c545432,1
c545434,3
c545436,3
c545437,1
c545438,5
c545439,4
c545440,5
c545442,1
c545443,2
c545444,4
c545446,17
c545449,5
c545450,2
c545451,1
c545452,2
c545453,2
c545454,9
c545455,1
c545456,4
c545457,9
c545458,1
c545476,1
c545478,720
c545502,10
c545504,3
c545506,12
c545507,5
c545508,2
c545509,5
c545510,4
c545511,1
c545513,1
c545516,12
c545520,1
c545525,110
c545529,1
c545531,1
c545532,1
c545537,3
c545556,2
c545569,6
c545639,1
c545650,7
c545671,7
c545672,1
c545673,18
c545674,3
c545677,26
c545678,2
c545679,1
c545689,2
c545720,2
c545723,4
c545724,10
c545728,5
c545739,1
c545740,1
c545769,18
c545773,2
c545823,3
c545824,3
c545825,2
c545828,8
c545829,36
c545831,7
c545833,12
c545834,1
c545836,3
c545837,24
c545839,1
c545840,5
c545841,6
c545843,2
c545844,1
c545846,1
c545847,1
c545848,3
c545849,3
c545850,4
c545852,14
c545866,4
c545867,1
c545884,1
c545885,2
c545886,1
c545887,1
c545891,1
c545892,1
c545903,2
c545997,15
c546022,12
c546080,1
c546081,6
c546106,1
c546125,6
c546128,3
c546131,13
c546162,144
c546167,2
c546168,15
c546170,5
c546173,2
c546174,3
c546191,35
c546203,13
c546204,25
c546205,1
c546206,2
c546207,4
c546208,7
c546209,8
c546210,2
c546211,3
c546214,1
c546217,168
c546234,6
c546238,1
c546241,18
c546256,6
c546267,9
c546270,2
c546278,2
c546302,2
c546313,3
c546320,7
c546323,7
c546325,1
c546327,1
c546362,1
c546363,13
c546395,1
c546400,4
c546416,8
c546496,3
c546501,2
c546507,7
c546511,1
c546517,2
c546519,17
c546529,2
c546535,1
c546536,1
c546548,2
c546557,1
c546559,12
c546623,1
c546641,6
c546645,12
c546647,1
c546664,1
c546671,1
c546680,25
c546730,3
c546735,336
c546740,13
c546758,1
c546773,4
c546777,2
c546783,1
c546854,19
c546858,2
c546859,102
c546864,4
c546865,5
c546867,36
c546868,1
c546870,2
c546879,96
c546880,1
c546881,3
c546885,1
c546886,9
c546887,4
c546889,8
c546893,1
c546894,1
c546895,1
c546897,3
c546901,18
c546903,14
c546904,7
c546905,48
c546906,1
c546907,25
c546930,9
c546931,2
c546932,1
c546943,1
c546948,2
c546975,1
c546978,50
c546987,1
c546989,1
c546997,224
c547008,1
c547024,3
c547031,8
c547043,3
c547054,2
c547091,17
c547104,8
c547168,24
c547187,9
c547193,1
c547198,3
c547208,15
c547228,1
c547229,2
c547230,2
c547231,1
c547232,7
c547234,2
c547235,2
c547236,1
c547237,24
c547241,8
c547309,12
c547342,3
c547368,1
c547376,1
c547388,63
c547408,2
c547409,8
c547410,1
c547495,2
c547502,6
c547574,2
c547581,4
c547582,5
c547594,4
c547661,4
c547675,49
c547676,2
c547710,2
c547711,1
c547725,595
c547763,18
c547791,2
c547797,1
c547798,26
c547802,5
c547806,2
c547807,6
c547808,5
c547836,9
c547838,8
c547847,1
c547848,1
c547849,3
c547851,2
c547852,25
c547853,7
c547854,48
c547855,1
c547856,4
c547857,5
c547858,3
c547859,5
c547889,11
c547899,2
c547904,1
c547905,2
c547908,2
c547913,2
c547915,2
c547930,1
c547958,100
c547961,200
c547968,2
c547988,2
c547992,4
c548009,2
c548015,30
c548155,6
c548174,1
c548187,3
c548193,11
c548307,6
c548341,4
c548350,7
c548352,1
c548355,31
c548356,21
c548357,1
c548360,2
c548362,10
c548374,5
c548375,4
c548387,2
c548389,3
c548391,1
c548392,1
c548411,1
c548453,6
c548454,4
c548456,1
c548460,186
c548462,1
c548463,64
c548464,3
c548465,23
c548467,4
c548469,26
c548471,1
c548485,3
c548487,10
c548488,1
c548495,3
c548503,7
c548508,1
c548513,8
c548532,216
c548543,14
c548564,1
c548573,8
c548576,3
c548577,632
c548605,1
c548607,1
c548609,1
c548625,2
c548626,1
c548628,6
c548647,3
c548667,39
c548695,3
c548713,16
c548717,24
c548721,6
c548722,2
c548723,7
c548724,2
c548727,4
c548729,8
c548731,624
c548738,12
c548748,115
c548830,4
c548834,1
c548851,12
c548857,12
c548866,2
c548891,1
c548906,6
c548908,2
c548914,1
c548915,24
c548941,48
c548947,5
c548972,198
c548976,16
c548982,1
c548995,6
c549013,1
c549019,7
c549039,2
c549041,15
c549045,1
c549049,1
c549050,5
c549051,2
c549098,14
c549162,3
c549184,30
c549191,40
c549230,12
c549252,11
c549253,5
c549254,1
c549265,3
c549269,14
c549288,2
c549290,1
c549315,6
c549430,5
c549437,5
c549438,3
c549450,4
c549452,1
c549530,5
c549532,1
c549533,3
c549535,2
c549540,2
c549544,100
c549545,1
c549549,2
c549565,1
c549580,3
c549582,3
c549666,32
c549685,1
c549686,6
c549688,1
c549692,8
c549723,12
c549731,51
c549753,9
c549783,12
c549786,95
c549788,2
c549822,3
c549823,1
c549824,6
c549827,2
c549840,2
c549895,4
c549897,1
c549898,5
c549899,7
c549900,2
c549905,3
c549908,3
c549912,2
c549913,12
c549919,7
c549921,4
c549922,1
c549930,1
c549931,1
c549945,4
c549955,4
c549960,2
c549962,2
c549968,432
c549973,48
c549986,2
c549987,4
c550009,1
c550010,5
c550013,10
c550014,8
c550024,28
c550026,4
c550027,58
c550028,1
c550029,6
c550099,2
c550127,3
c550147,3
c550165,1
c550168,1
c550170,3
c550171,1
c550172,3
c550174,22
c550176,7
c550177,2
c550181,214
c550195,3
c550300,1
c550306,1
c550349,1
c550353,7
c550355,1
c550356,9
c550358,4
c550363,1
c550365,61
c550423,6
c550442,4
c550451,6
c550454,6
c550455,3
c550456,9014
c550463,9
c550466,2
c550472,2
c550475,62
c550482,2
c550484,3
c550485,17
c550486,2
c550489,6
c550494,14
c550511,6
c550529,1
c550530,11
c550533,2
c550534,4
c550536,18
c550537,8
c550538,3
c550540,13
c550609,9
c550611,6
c550614,3
c550642,1
c550646,6
c550647,8
c550648,3
c550650,3
c550664,1
c550668,6
c550672,100
c550709,5
c550751,2
c550752,1
c550770,9
c550771,7
c550780,13
c550787,2
c550807,1
c550808,4
c550809,1
c550810,2
c550812,5
c550814,1
c550825,5
c550932,1
c550933,1
c550935,1
c550959,1
c550961,4
c550962,2
c550966,1
c550969,12
c551015,33
c551017,16
c551018,16
c551061,1
c551139,42
c551140,1
c551167,1
c551175,1
c551178,8
c551179,15
c551180,160
c551190,1
c551195,10
c551196,6
c551265,1
c551285,6
c551316,16
c551329,14
c551330,1
c551331,2
c551333,2
c551335,2
c551336,1
c551348,100
c551386,1
c551388,12
c551463,4
c551464,108
c551465,5
c551466,6
c551508,14
c551509,6
c551510,100
c551511,21
c551512,12
c551513,5
c551521,2
c551522,2
c551526,1
c551540,86
c551541,1
c551551,9
c551557,6
c551585,2
c551587,4
c551588,8
c551602,6
c551646,5
c551648,10
c551659,6
c551670,2
c551674,2
c551683,14
c551684,1
c551685,1
c551699,1
c551712,1
c551732,1
c551737,1
c551778,6
c551841,4
c551861,2
c551863,5
c551864,2
c551865,15
c551867,2
c551892,7
c551947,3
c551948,11
c551949,3
c551999,1
c552012,6
c552014,2
c552015,1
c552016,1
c552019,2
c552020,2
c552021,51
c552022,4
c552024,2
c552027,1
c552029,9
c552030,7
c552031,39
c552043,2
c552047,1
c552049,58
c552173,24
c552190,24
c552203,1
c552212,4
c552213,6
c552237,3
c552241,1
c552258,2
c552300,4
c552301,2
c552317,2
c552334,1
c552335,2
c552339,1
c552343,1
c552406,8
c552423,1
c552455,1
c552458,1
c552459,1
c552462,1
c552535,3
c552546,11
c552552,162
c552553,1
c552556,208
c552564,400
c552568,960
c552569,240
c552570,4
c552585,2
c552650,18
c552698,1
c552700,2
c552701,2
c552704,8
c552705,1
c552706,2
c552707,1
c552709,9
c552718,12
c552719,2
c552720,6
c552722,7
c552744,1
c552765,1
c552805,86
c552841,9
c552849,21
c552856,1
c552858,3
c552863,1
c552876,1
c552889,1
c552919,1
c552936,6
c552944,1
c552995,1350
c553019,1
c553020,2
c553023,6
c553024,1
c553025,16
c553026,3
c553027,1
c553028,4
c553029,6
c553030,1
c553031,8
c553032,18
c553033,48
c553150,4
c553222,2
c553230,6
c553354,1
c553355,1
c553370,2
c553372,2
c553373,2
c553376,2
c553378,2
c553397,1
c553407,1
c553409,6
c553414,1
c553424,1
c553478,3
c553479,3
c553482,1
c553483,24
c553486,24
c553502,5
c553508,3
c553510,4
c553511,1
c553512,3
c553513,2
c553514,2
c553516,3
c553517,3
c553518,1
c553519,2
c553528,1
c553529,1
c553530,7
c553531,7
c553532,13
c553533,14
c553534,1
c553536,2
c553557,2
c553558,6
c553560,1
c553561,2
c553562,1
c553563,6
c553564,1
c553568,4
c553569,2
c553656,2
c553665,1
c553667,2
c553669,1
c553687,8
c553748,5
c553763,2
c553780,6
c553801,24
c553840,2
c553841,48
c553851,4
c553854,3
c553862,1
c553865,1
c553866,26
c553875,8
c553877,3
c553880,272
c553903,9
c553904,43
c553905,1
c553906,26
c553910,4
c553914,7
c553924,2
c553998,1
c553999,2
c554001,1
c554002,1
c554004,2
c554005,12
c554006,36
c554010,1
c554011,2
c554012,4
c554025,5
c554029,3
c554100,13
c554127,96
c554136,1
c554140,4
c554150,3
c554152,12
c554153,2
c554154,1
c554197,1
c554203,1
c554210,1
c554266,10
c554273,1
c554300,1
c554302,1
c554303,1
c554308,1
c554330,14
c554331,2
c554332,4
c554333,5
c554334,3
c554335,5
c554336,5
c554338,2
c554339,1
c554340,19
c554341,1
c554342,1
c554343,2
c554344,3
c554345,3
c554346,3
c554361,1
c554373,2
c554374,7
c554477,1
c554486,2
c554493,1
c554516,1
c554517,9
c554518,6
c554519,1
c554521,1
c554522,5
c554523,2
c554525,1
c554527,48
c554528,4
c554529,2
c554530,2
c554531,4
c554532,7
c554533,40
c554535,1
c554536,1
c554537,13
c554539,5
c554540,7
c554541,3
c554544,1
c554558,2
c554685,3
c554686,4
c554687,1
c554688,2
c554689,1
c554690,3
c554691,1
c554692,1
c554693,10
c554715,6
c554716,2
c554717,21
c554781,1
c554790,4
c554793,96
c554846,1
c554847,4
c554848,15
c554849,7
c554851,1
c554856,3
c554862,2
c554863,2
c554864,5
c554867,5
c554870,3
c554871,16
c554872,5
c554873,1
c554874,1
c554905,5
c554925,2
c554926,24
c554931,4
c554973,4
c554983,40
c555006,144
c555013,1
c555014,59
c555046,6
c555054,4
c555074,1
c555100,1
c555105,1
c555163,2
c555196,3
c555197,5
c555239,1
c555244,7
c555246,1
c555248,2
c555252,2
c555253,2
c555254,6
c555255,4
c555256,1
c555258,1
c555261,1
c555262,3
c555265,1
c555267,23
c555268,6
c555269,5
c555271,5
c555272,20
c555273,8
c555274,1
c555288,8
c555328,8
c555329,1
c555337,1
c555338,6
c555339,1
c555341,4
c555342,48
c555345,2
c555346,2
c555354,1
c555355,12
c555357,12
c555358,1
c555360,11
c555361,3
c555362,1
c555364,4
c555365,1
c555366,4
c555384,5
c555386,1
c555398,6
c555404,2
c555409,7
c555411,40
c555421,4
c555475,3
c555487,6
c555529,24
c555532,5
c555563,2
c555595,14
c555596,6
c555597,1
c555598,2
c555599,1
c555600,13
c555605,6
c555629,4
c555636,214
c555639,4
c555643,1
c555652,6
c555723,2
c555727,4
c555729,14
c555730,1
c555837,2
c555860,1
c555864,8
c555873,2
c555874,1
c555877,11
c555879,1
c555880,1
c555881,71
c555882,1
c555883,3
c555885,2
c555889,1
c555892,1
c555908,1
c555935,216
c556011,6
c556037,1
c556057,1
c556096,1
c556101,1
c556117,12
c556265,1
c556268,14
c556269,9
c556270,2
c556272,3
c556273,4
c556274,1
c556275,6
c556276,3
c556277,3
c556278,1
c556281,1
c556293,162
c556294,2
c556295,1
c556297,3
c556324,25
c556327,36
c556414,8
c556436,1
c556445,1
c556448,60
c556453,6
c556457,7
c556458,22
c556493,9
c556511,144
c556518,2
c556522,1515
c556530,3
c556532,5
c556535,3
c556633,3
c556634,2
c556635,5
c556637,8
c556638,2
c556639,5
c556640,8
c556643,5
c556644,3
c556645,1
c556646,2
c556647,148
c556648,3
c556649,2
c556656,12
c556668,10
c556669,15
c556673,1
c556675,1
c556676,1
c556677,2
c556678,4
c556729,4
c556735,2
c556787,8
c556793,6
c556796,96
c556807,2
c556818,2
c556869,4
c556870,1
c556874,1
c556875,1
c556877,1
c556880,10
c556888,7
c556896,28
