category,scientific_name,common_names,conservation_status,is_protected
Vascular Plant,Spergula arvensis,"Corn Spurry, Devil's Gut, Field Spurry, Pickpurse, Sandweed",No Intervention,False
Vascular Plant,Stellaria borealis ssp. sitchana,Sitka Starwort,No Intervention,False
Vascular Plant,Stellaria nitens,"Shiny Chickweed, Shiny Starwort",No Intervention,False
Vascular Plant,Calandrinia ciliata,"Desert Rockpurslane, Fringed Redmaids, Redmaids",No Intervention,False
Vascular Plant,Claytonia megarhiza,Alpine Springbeauty,No Intervention,False
Vascular Plant,Claytonia nevadensis,Sierra Springbeauty,No Intervention,False
Vascular Plant,Claytonia parviflora ssp. parviflora,Streambank Springbeauty,No Intervention,False
Vascular Plant,Claytonia perfoliata ssp. perfoliata,Miner's Lettuce,No Intervention,False
Vascular Plant,Claytonia rubra ssp. rubra,Redstem Springbeauty,No Intervention,False
Vascular Plant,Lewisia congdonii,Congdon's Lewisia,No Intervention,False
Vascular Plant,Lewisia disepala,"Yosemite Bitterroot, Yosemite Lewisia",No Intervention,False
Vascular Plant,Lewisia glandulosa,Sierra Lewisia,No Intervention,False
Vascular Plant,Lewisia kelloggii,Kellogg's Lewisia,No Intervention,False
Vascular Plant,Lewisia nevadensis,"Nevada Bitterroot, Nevada Bitter-Root, Nevada Lewisia",No Intervention,False
Vascular Plant,Montia fontana,"Annual Water Minerslettuce, Fountain Miner's Lettuce",No Intervention,False
Vascular Plant,Montia linearis,"Narrowleaf Indianlettuce, Narrowleaf Minerslettuce",No Intervention,False
Vascular Plant,Montia parvifolia,Littleleaf Minerslettuce,No Intervention,False
Vascular Plant,Chorizanthe membranacea,Pink Spineflower,No Intervention,False
Vascular Plant,Eriogonum hirtiflorum,Hairyflower Buckwheat,No Intervention,False
Vascular Plant,Eriogonum incanum,Frosted Buckwheat,No Intervention,False
Vascular Plant,Eriogonum lobbii var. lobbii,Lobb's Buckwheat,No Intervention,False
Vascular Plant,Eriogonum marifolium,Marumleaf Buckwheat,No Intervention,False
Vascular Plant,Eriogonum nudum,"Naked Buckwheat, Nakedstem Buckwheat",No Intervention,False
Vascular Plant,Eriogonum nudum var. deductum,Naked Buckwheat,No Intervention,False
Vascular Plant,Eriogonum nudum var. nudum,Naked Buckwheat,No Intervention,False
Vascular Plant,Eriogonum nudum var. scapigerum,Naked Buckwheat,No Intervention,False
Vascular Plant,Eriogonum ovalifolium var. nivale,Cushion Buckwheat,No Intervention,False
Vascular Plant,Eriogonum prattenianum var. avium,Nevada City Buckwheat,No Intervention,False
Vascular Plant,Eriogonum prattenianum var. prattenianum,Nevada City Buckwheat,No Intervention,False
Vascular Plant,Eriogonum rosense,"Mount Rose Buckwheat, Rosy Buckwheat",No Intervention,False
Vascular Plant,Eriogonum roseum,Wand Buckwheat,No Intervention,False
Vascular Plant,Eriogonum spergulinum var. reddingianum,Redding Buckwheat,No Intervention,False
Vascular Plant,Eriogonum spergulinum var. spergulinum,Spurry Buckwheat,No Intervention,False
Vascular Plant,Eriogonum umbellatum var. covillei,Sulphur-Flower Buckwheat,No Intervention,False
Vascular Plant,Eriogonum umbellatum var. furcosum,"Sulphurflower Buckwheat, Sulphur-Flower Buckwheat",No Intervention,False
Vascular Plant,Eriogonum umbellatum var. nevadense,"Nevada Buckwheat, Sulphur-Flower Buckwheat",No Intervention,False
Vascular Plant,Eriogonum wrightii var. subscaposum,Bastardsage,No Intervention,False
Vascular Plant,Eriogonum wrightii var. trachygonum,"Bastardsage, Shrubby Buckwheat",No Intervention,False
Vascular Plant,Polygonum arenastrum,"Common Knotweed, Doorweed, Matweed, Ovalleaf Knotweed, Oval-Leaf Knotweed, Prostrate Knotweed",No Intervention,False
Vascular Plant,Polygonum californicum,California Knotweed,No Intervention,False
Vascular Plant,Polygonum douglasii ssp. douglasii,Douglas' Knotweed,No Intervention,False
Vascular Plant,Polygonum douglasii ssp. johnstonii,Johnston's Knotweed,No Intervention,False
Vascular Plant,Polygonum phytolaccifolium,"Mountain Lice, Poke Knotweed",No Intervention,False
Vascular Plant,Polygonum polygaloides ssp. kelloggii,Kellogg's Knotweed,No Intervention,False
Vascular Plant,Polygonum ramosissimum,"Bushy Knotweed, Tall Knotweed, Yellow Knotweed, Yellow-Flower Knotweed",No Intervention,False
Vascular Plant,Polygonum shastense,Shasta Knotweed,No Intervention,False
Vascular Plant,Pterostegia drymarioides,"Woodland Pterostegia, Woodland Threadstem",No Intervention,False
Vascular Plant,Rumex conglomeratus,"Clustered Dock, Sharp Dock",No Intervention,False
Vascular Plant,Rumex pulcher,Fiddle Dock,No Intervention,False
Vascular Plant,Rumex salicifolius var. denticulatus,"California Dock, Toothed Willow Dock",No Intervention,False
Vascular Plant,Parnassia californica,"California Grass Of Parnassus, California Grass-Of-Parnassus",No Intervention,False
Vascular Plant,Cornus nuttallii,Pacific Dogwood,No Intervention,False
Vascular Plant,Cornus sericea,"Redosier, Redosier Dogwood",No Intervention,False
Vascular Plant,Cornus sericea ssp. occidentalis,Western Dogwood,No Intervention,False
Vascular Plant,Cornus sericea ssp. sericea,"Redosier Dogwood, Siberian Dogwood, Tatarian Dogwood",No Intervention,False
Vascular Plant,Philadelphus lewisii,Lewis' Mock Orange,No Intervention,False
Vascular Plant,Mentzelia crocea,Sierra Blazingstar,No Intervention,False
Vascular Plant,Mentzelia lindleyi,Lindley's Blazingstar,No Intervention,False
Vascular Plant,Staphylea bolanderi,Sierra Bladdernut,No Intervention,False
Vascular Plant,Marah fabaceus,"California Manroot, Valley Manroot",No Intervention,False
Vascular Plant,Marah horridus,Sierra Manroot,No Intervention,False
Vascular Plant,Marah watsonii,Taw Manroot,No Intervention,False
Vascular Plant,Datisca glomerata,Durango Root,No Intervention,False
Vascular Plant,Narthecium californicum,California Bog Asphodel,No Intervention,False
Vascular Plant,Sambucus mexicana,Mexican Elder,No Intervention,False
Vascular Plant,Sambucus racemosa var. microbotrys,European Red Elderberry,No Intervention,False
Vascular Plant,Viburnum ellipticum,Common Viburnum,No Intervention,False
Vascular Plant,Lonicera conjugialis,Purpleflower Honeysuckle,No Intervention,False
Vascular Plant,Lonicera interrupta,Chaparral Honeysuckle,No Intervention,False
Vascular Plant,Lonicera involucrata var. involucrata,Twinberry Honeysuckle,No Intervention,False
Vascular Plant,Symphoricarpos mollis,Creeping Snowberry,No Intervention,False
Vascular Plant,Symphoricarpos rotundifolius var. rotundifolius,Roundleaf Snowberry,No Intervention,False
Vascular Plant,Plectritis ciliosa ssp. ciliosa,"Longspur Seablush, Long-Spur Seablush",No Intervention,False
Vascular Plant,Valeriana californica,California Valerian,No Intervention,False
Vascular Plant,Equisetum hyemale ssp. affine,Scouringrush Horsetail,No Intervention,False
Vascular Plant,Allotropa virgata,Sugarstick,No Intervention,False
Vascular Plant,Arctostaphylos nevadensis,Pinemat Manzanita,No Intervention,False
Vascular Plant,Arctostaphylos viscida ssp. mariposa,Mariposa Manzanita,No Intervention,False
Vascular Plant,Arctostaphylos viscida ssp. viscida,"Sticky Whiteleaf Manzanita, Whiteleaf Manzanita",No Intervention,False
Vascular Plant,Cassiope mertensiana,"Western Moss Heather, White Heather",No Intervention,False
Vascular Plant,Chimaphila umbellata,"Pipsissewa, Prince's Pine",No Intervention,False
Vascular Plant,Kalmia polifolia,"Bog Kalmia, Bog Laurel, Box Laurel, Swamp Laurel",No Intervention,False
Vascular Plant,Kalmia polifolia ssp. polifolia,Mountain Laurel,No Intervention,False
Vascular Plant,Leucothoe davisiae,Sierra Laurel,No Intervention,False
Vascular Plant,Phyllodoce breweri,"Brewer's Mountain Heather, Purple Mountainheath, Red Mountainheather",No Intervention,False
Vascular Plant,Pleuricospora fimbriolata,"Fringed Pinesap, Sierra Sap",No Intervention,False
Vascular Plant,Pyrola asarifolia,"Bog Wintergreen, Liverleaf Wintergreen, Pink Wintergreen",No Intervention,False
Vascular Plant,Pyrola asarifolia ssp. asarifolia,"Bog Wintergreen, Liverleaf Wintergreen",No Intervention,False
Vascular Plant,Pyrola picta,White-Veined Wintergreen,No Intervention,False
Vascular Plant,Rhododendron occidentale,"California Azalea, Sonoma Azalea, Western Azalea",No Intervention,False
Vascular Plant,Sarcodes sanguinea,Snowplant,No Intervention,False
Vascular Plant,Vaccinium parvifolium,Red Huckleberry,No Intervention,False
Vascular Plant,Allophyllum divaricatum,Purple False Gilyflower,No Intervention,False
Vascular Plant,Allophyllum gilioides ssp. gilioides,"Dense False Gilia, Dense False Gilyflower",No Intervention,False
Vascular Plant,Allophyllum gilioides ssp. violaceum,"Dense False Gilia, Dense False Gilyflower",No Intervention,False
Vascular Plant,Allophyllum integrifolium,"Mountain False Gilia, White False Gilyflower",No Intervention,False
Vascular Plant,Collomia grandiflora,"Grand Collomia, Largeflowered Collomia",No Intervention,False
Vascular Plant,Collomia heterophylla,Variableleaf Collomia,No Intervention,False
Vascular Plant,Collomia tinctoria,"Staining Collomia, Yellowstain Collomia",No Intervention,False
Vascular Plant,Eriastrum sparsiflorum,"Fewflower Woolstar, Great Basin Woollystar",No Intervention,False
Vascular Plant,Gilia capillaris,"Miniature Gilia, Smoothleaf Gilia",No Intervention,False
Vascular Plant,Gilia capitata ssp. abrotanifolia,Bluehead Gilia,No Intervention,False
Vascular Plant,Gilia capitata ssp. mediomontana,Foothill Gilia,No Intervention,False
Vascular Plant,Gilia capitata ssp. pedemontana,Bluehead Gilia,No Intervention,False
Vascular Plant,Gilia leptalea,Bridges' Gilia,No Intervention,False
Vascular Plant,Gilia leptalea ssp. bicolor,Bridges' Gilia,No Intervention,False
Vascular Plant,Gilia leptalea ssp. leptalea,Bridges' Gilia,No Intervention,False
Vascular Plant,Gilia tricolor ssp. tricolor,Bird's-Eye Gilia,No Intervention,False
Vascular Plant,Ipomopsis aggregata,"Scarlet Gilia, Skyrocket Gilia",No Intervention,False
Vascular Plant,Ipomopsis aggregata ssp. bridgesii,Scarlet Gilia,No Intervention,False
Vascular Plant,Ipomopsis aggregata ssp. formosissima,"Scarlet Gilia, Scarlet Skyrocket, Skyrocket Gilia",No Intervention,False
Vascular Plant,Leptodactylon pungens,"Common Prickly Gilia, Granite Gilia, Granite Prickly Gilia, Granite Prickly Phlox",No Intervention,False
Vascular Plant,Linanthus bicolor,True Babystars,No Intervention,False
Vascular Plant,Linanthus ciliatus,"Bristlyleaf Linanthus, Whiskerbrush",No Intervention,False
Vascular Plant,Linanthus dichotomus,"Evening Snow, Eveningsnow",No Intervention,False
Vascular Plant,Linanthus filipes,Thread Linanthus,No Intervention,False
Vascular Plant,Linanthus harknessii,"Harkness' Flaxflower, Threeseed Linanthus",No Intervention,False
Vascular Plant,Linanthus montanus,Mustang Clover,No Intervention,False
Vascular Plant,Linanthus nuttallii ssp. pubescens,"Nuttall's Deserttrumpets, Nuttall's Linanthus",No Intervention,False
Vascular Plant,Navarretia divaricata ssp. divaricata,Divaricate Navarretia,No Intervention,False
Vascular Plant,Navarretia divaricata ssp. vividior,Divaricate Navarretia,No Intervention,False
Vascular Plant,Navarretia intertexta ssp. intertexta,Needleleaf Navarretia,No Intervention,False
Vascular Plant,Navarretia viscidula,Sticky Pincushionplant,No Intervention,False
Vascular Plant,Phlox caespitosa,"Douglas Phlox, Tufted Phlox",No Intervention,False
Vascular Plant,Phlox condensata,Dwarf Phlox,No Intervention,False
Vascular Plant,Phlox diffusa,Spreading Phlox,No Intervention,False
Vascular Plant,Phlox gracilis,Slender Phlox,No Intervention,False
Vascular Plant,Phlox speciosa ssp. occidentalis,Showy Phlox,No Intervention,False
Vascular Plant,Polemonium californicum,Moving Polemonium,No Intervention,False
Vascular Plant,Polemonium eximium,Skypilot,No Intervention,False
Vascular Plant,Androsace septentrionalis ssp. subumbellata,Pygmyflower Rockjasmine,No Intervention,False
Vascular Plant,Dodecatheon alpinum,Alpine Shootingstar,No Intervention,False
Vascular Plant,Dodecatheon hendersonii,Mosquito Bills,No Intervention,False
Vascular Plant,Dodecatheon jeffreyi,Sierrra Shootingstar,No Intervention,False
Vascular Plant,Dodecatheon subalpinum,Sierra Shootingstar,No Intervention,False
Vascular Plant,Primula suffrutescens,Sierra Primrose,No Intervention,False
Vascular Plant,Trientalis latifolia,"Broadleaf Starflower, Western Starflower",No Intervention,False
Vascular Plant,Astragalus bolanderi,Bolander's Milkvetch,No Intervention,False
Vascular Plant,Astragalus congdonii,Congdon's Milkvetch,No Intervention,False
Vascular Plant,Astragalus kentrophyta var. danaus,Spiny Milkvetch,No Intervention,False
Vascular Plant,Astragalus lentiginosus var. ineptus,"Freckled Milkvetch, Homely Milkvetch",No Intervention,False
Vascular Plant,Astragalus purshii var. lectulus,"Sierran Milkvetch, Woollypod Milkvetch",No Intervention,False
Vascular Plant,Astragalus whitneyi var. whitneyi,"Balloonpod Milkvetch, Whitney's Milkvetch",No Intervention,False
Vascular Plant,Cercis occidentalis,California Redbud,No Intervention,False
Vascular Plant,Hoita macrostachya,Large Leather-Root,No Intervention,False
Vascular Plant,Lathyrus jepsonii var. californicus,California Pea,No Intervention,False
Vascular Plant,Lathyrus lanszwertii var. aridus,Nevada Pea,No Intervention,False
Vascular Plant,Lathyrus lanszwertii var. lanszwertii,"Lanszwert's Pea, Lanszwert's Peavine",No Intervention,False
Vascular Plant,Lathyrus sulphureus,"Snub Pea, Sulfur Pea",No Intervention,False
Vascular Plant,Lotus argophyllus var. fremontii,Fremont's Birdsfoot Trefoil,No Intervention,False
Vascular Plant,Lotus crassifolius var. crassifolius,Big Deervetch,No Intervention,False
Vascular Plant,Lotus humistratus,"Foothill Deervetch, Maresfat",No Intervention,False
Vascular Plant,Lotus micranthus,Desert Deervetch,No Intervention,False
Vascular Plant,Lotus nevadensis var. nevadensis,"Nevada Bird's-Foot Trefoil, Nevada Trefoil",No Intervention,False
Vascular Plant,Lotus oblongifolius var. oblongifolius,"Streambank Bird's-Foot Trefoil, Streambank Trefoil",No Intervention,False
Vascular Plant,Lotus scoparius var. scoparius,Common Deerweed,No Intervention,False
Vascular Plant,Lotus strigosus,"Bishop's Lotus, Strigose Bird's-Foot Trefoil, Strigose Bird's-Foot-Trefoil",No Intervention,False
Vascular Plant,Lotus wrangelianus,Chilean Bird's-Foot Trefoil,No Intervention,False
Vascular Plant,Lupinus adsurgens,Drew's Silky Lupine,No Intervention,False
Vascular Plant,Lupinus albicaulis,Sicklekeel Lupine,No Intervention,False
Vascular Plant,Lupinus albifrons var. albifrons,Silver Lupine,No Intervention,False
Vascular Plant,Lupinus andersonii,Anderson's Lupine,No Intervention,False
Vascular Plant,Lupinus arbustus,"Longspur Lupine, Spurred Lupine",No Intervention,False
Vascular Plant,Lupinus argenteus var. meionanthus,Lake Tahoe Lupine,No Intervention,False
Vascular Plant,Lupinus benthamii,Spider Lupine,No Intervention,False
Vascular Plant,Lupinus bicolor,"Bicolor Lupine, Miniature Lupine",No Intervention,False
Vascular Plant,Lupinus breweri var. breweri,Brewer's Lupine,No Intervention,False
Vascular Plant,Lupinus breweri var. bryoides,Matted Lupine,No Intervention,False
Vascular Plant,Lupinus breweri var. grandiflorus,Matted Lupine,No Intervention,False
Vascular Plant,Lupinus covillei,Shaggy Lupine,No Intervention,False
Vascular Plant,Lupinus formosus var. formosus,Summer Lupine,No Intervention,False
Vascular Plant,Lupinus fulcratus,Greenstipule Lupine,No Intervention,False
Vascular Plant,Lupinus gracilentus,Green Slender Lupine,No Intervention,False
Vascular Plant,Lupinus grayi,"Gray's Lupine, Sierra Lupine",No Intervention,False
Vascular Plant,Lupinus latifolius,"Broadleaf Lupine, Broad-Leaf Lupine",No Intervention,False
Vascular Plant,Lupinus nanus,"Annual Lupine, Sky Lupine",No Intervention,False
Vascular Plant,Lupinus pratensis var. pratensis,Inyo Meadow Lupine,No Intervention,False
Vascular Plant,Lupinus rivularis,Riverbank Lupine,No Intervention,False
Vascular Plant,Lupinus stiversii,Harlequin Annual Lupine,No Intervention,False
Vascular Plant,Medicago polymorpha,"Bur Clover, Bur Medick, Burclover, California Burclover, Toothed Medick",No Intervention,False
Vascular Plant,Melilotus alba,White Sweetclover,No Intervention,False
Vascular Plant,Melilotus indica,Sourclover,No Intervention,False
Vascular Plant,Trifolium bolanderi,Parasol Clover,Species of Concern,True
Vascular Plant,Trifolium breweri,Forest Clover,No Intervention,False
Vascular Plant,Trifolium ciliolatum,Foothill Clover,No Intervention,False
Vascular Plant,Trifolium cyathiferum,Cup Clover,No Intervention,False
Vascular Plant,Trifolium gracilentum var. gracilentum,Pinpoint Clover,No Intervention,False
Vascular Plant,Trifolium microcephalum,"Littlehead Clover, Smallhead Clover, Small-Head Clover",No Intervention,False
Vascular Plant,Trifolium obtusiflorum,Clammy Clover,No Intervention,False
Vascular Plant,Trifolium oliganthum,Fewflower Clover,No Intervention,False
Vascular Plant,Trifolium variegatum,"Whitetip Clover, White-Tip Clover",No Intervention,False
Vascular Plant,Trifolium willdenovii,Tomcat Clover,No Intervention,False
Vascular Plant,Trifolium wormskioldii,"Cow Clover, Cows Clover, Sierra Clover",No Intervention,False
Vascular Plant,Vicia benghalensis,"Purple Vetch, Reddish Tufted Vetch",No Intervention,False
Vascular Plant,Alnus incana ssp. tenuifolia,"Mountain Alder, Speckled Alder, Thinleaf Alder",No Intervention,False
Vascular Plant,Alnus rhombifolia,"Rhombie Leaf Alder, White Alder",No Intervention,False
Vascular Plant,Corylus cornuta var. californica,"California Hazel, California Hazelnut",No Intervention,False
Vascular Plant,Chrysolepis sempervirens,"Bush Chinquapin, Sierra Chinkapin",No Intervention,False
Vascular Plant,Lithocarpus densiflorus var. echinoides,Tanoak,No Intervention,False
Vascular Plant,Quercus chrysolepis,Canyon Live Oak,No Intervention,False
Vascular Plant,Quercus douglasii,Blue Oak,No Intervention,False
Vascular Plant,Quercus garryana var. breweri,Oregon White Oak,No Intervention,False
Vascular Plant,Quercus kelloggii,California Black Oak,No Intervention,False
Vascular Plant,Quercus lobata,"California White Oak, Valley Oak",No Intervention,False
Vascular Plant,Quercus wislizeni var. wislizeni,Interior Live Oak,No Intervention,False
Vascular Plant,Myrica hartwegii,"Sierra Bayberry, Sierra Sweet-Bay",No Intervention,False
Vascular Plant,Garrya fremontii,Bearbrush,No Intervention,False
Vascular Plant,Asclepias californica,"California Milkweed, Round-Hood Milkweed, Woolly Milkweed",No Intervention,False
Vascular Plant,Asclepias cordifolia,"Heartleaf Milkweed, Purple Milkweed",No Intervention,False
Vascular Plant,Asclepias fascicularis,"Mexican Whorled Milkweed, Narrowleaf Milkweed, Narrow-Leaved Milkweed",No Intervention,False
Vascular Plant,Centaurium venustum,Charming Centaury,No Intervention,False
Vascular Plant,Gentiana calycosa,"Mountain Bog Gentian, Rainier Pleated Gentian",No Intervention,False
Vascular Plant,Gentiana newberryi var. tiogana,Tioga Gentian,No Intervention,False
Vascular Plant,Gentianella amarella ssp. acuta,"Autumn Dwarf Gentian, Autumn Dwarfgentian, Autumn Dwarf-Gentian",No Intervention,False
Vascular Plant,Gentianella tenella ssp. tenella,"Dane's Dwarf Gentian, Dane's Dwarfgentian",No Intervention,False
Vascular Plant,Gentianopsis holopetala,"Sierra Fringed Gentian, Sierra Gentian",No Intervention,False
Vascular Plant,Galium bolanderi,Bolander's Bedstraw,No Intervention,False
Vascular Plant,Galium hypotrichium ssp. hypotrichium,Alpine Bedstraw,No Intervention,False
Vascular Plant,Galium multiflorum,"Manyflower Bedstraw, Shrubby Bedstraw",No Intervention,False
Vascular Plant,Galium parisiense,Wall Bedstraw,No Intervention,False
Vascular Plant,Galium porrigens var. tenue,Graceful Bedstraw,No Intervention,False
Vascular Plant,Galium sparsiflorum,Sequoia Bedstraw,No Intervention,False
Vascular Plant,Galium sparsiflorum ssp. sparsiflorum,Sequoia Bedstraw,No Intervention,False
Vascular Plant,Erodium botrys,Longbeak Stork's Bill,No Intervention,False
Vascular Plant,Erodium brachycarpum,Shortfruit Stork's Bill,No Intervention,False
Vascular Plant,Geranium californicum,California Cranesbill,No Intervention,False
Vascular Plant,Geranium dissectum,Cutleaf Geranium,No Intervention,False
Vascular Plant,Geranium robertianum,Robert's Geranium,No Intervention,False
Vascular Plant,Isoetes howellii,Howell's Quillwort,No Intervention,False
Vascular Plant,Isoetes nuttallii,Nuttall's Quillwort,No Intervention,False
Vascular Plant,Lepechinia calycina,Woodbalm,No Intervention,False
Vascular Plant,Monardella glauca,"Blue Monardella, Gray Monardella, Pale Monardella",No Intervention,False
Vascular Plant,Monardella lanceolata,"Mustang Mint, Mustang Monardella, Mustang Mountainbalm",No Intervention,False
Vascular Plant,Monardella odoratissima ssp. pallida,"Alpine Mountainbalm, Mountain Monardella",No Intervention,False
Vascular Plant,Monardella sheltonii,Shelton's Monardella,No Intervention,False
Vascular Plant,Pycnanthemum californicum,Sierra Mint,No Intervention,False
Vascular Plant,Salvia columbariae,Chia,No Intervention,False
Vascular Plant,Satureja douglasii,Yerba Buena,No Intervention,False
Vascular Plant,Scutellaria bolanderi ssp. bolanderi,Sierra Skullcap,No Intervention,False
Vascular Plant,Scutellaria siphocampyloides,Grayleaf Skullcap,No Intervention,False
Vascular Plant,Scutellaria tuberosa,Danny's Skullcap,No Intervention,False
Vascular Plant,Stachys albens,"White Hedgenettle, Whitestem Hedgenettle",No Intervention,False
Vascular Plant,Trichostema lanceolatum,Vinegarweed,No Intervention,False
Vascular Plant,Trichostema oblongum,Oblong Bluecurls,No Intervention,False
Vascular Plant,Utricularia gibba,"Conespur Bladderpod, Humped Bladderwort",No Intervention,False
Vascular Plant,Fraxinus dipetala,"California Ash, Two-Petal Ash",No Intervention,False
Vascular Plant,Fraxinus latifolia,Oregon Ash,No Intervention,False
Vascular Plant,Castilleja applegatei,"Pine Indian Paintbrush, Wavyleaf Indian Paintbrush, Wavyleaf Paintbrush",No Intervention,False
Vascular Plant,Castilleja applegatei ssp. disticha,Wavyleaf Indian Paintbrush,No Intervention,False
Vascular Plant,Castilleja applegatei ssp. pallida,Wavyleaf Indian Paintbrush,No Intervention,False
Vascular Plant,Castilleja applegatei ssp. pinetorum,Wavyleaf Indian Paintbrush,No Intervention,False
Vascular Plant,Castilleja attenuata,"Attenuate Indian Paintbrush, Indian Paintbrush",No Intervention,False
Vascular Plant,Castilleja densiflora ssp. densiflora,Denseflower Indian Paintbrush,No Intervention,False
Vascular Plant,Castilleja exserta ssp. exserta,"Exserted Indian Paintbrush, Owl Clover",No Intervention,False
Vascular Plant,Castilleja foliolosa,Texas Indian Paintbrush,No Intervention,False
Vascular Plant,Castilleja lacera,Cutleaf Indian Paintbrush,No Intervention,False
Vascular Plant,Castilleja lemmonii,"Lemmon's Indian Paintbrush, Lemmon's Paintbrush",No Intervention,False
Vascular Plant,Castilleja miniata ssp. miniata,Giant Red Indian Paintbrush,No Intervention,False
Vascular Plant,Castilleja minor ssp. spiralis,"Annual Indian Paintbrush, Lesser Indian Paintbrush",No Intervention,False
Vascular Plant,Castilleja nana,"Dwarf Alpine Indian Paintbrush, Dwarf Alpine Paintbrush",No Intervention,False
Vascular Plant,Castilleja parviflora,Mountain Indian Paintbrush,No Intervention,False
Vascular Plant,Castilleja pilosa,"Hairy Paintbrush, Parrothead Indian Paintbrush",No Intervention,False
Vascular Plant,Castilleja tenuis,"Hairy Indian Paintbrush, Slender Paintbrush",No Intervention,False
Vascular Plant,Cordylanthus rigidus ssp. brevibracteatus,Stiffbranch Bird's Beak,No Intervention,False
Vascular Plant,Cordylanthus rigidus ssp. rigidus,Stiffbranch Bird's Beak,No Intervention,False
Vascular Plant,Cordylanthus tenuis ssp. tenuis,"Slender Bird's Beak, Slender Bird'sbeak",No Intervention,False
Vascular Plant,Orobanche californica ssp. grayana,Gray's Broomrape,No Intervention,False
Vascular Plant,Orthocarpus cuspidatus ssp. cryptanthus,"Cryptantha Owlclover, Cryptantha Owl's-Clover",No Intervention,False
Vascular Plant,Pedicularis attollens,Little Elephantshead,No Intervention,False
Vascular Plant,Pedicularis semibarbata,"Bearded Lousewort, Pinewoods Lousewort",No Intervention,False
Vascular Plant,Mimulus angustatus,Purplelip Pansy Monkeyflower,No Intervention,False
Vascular Plant,Mimulus bicolor,Yellow And White Monkeyflower,No Intervention,False
Vascular Plant,Mimulus bolanderi,Bolander's Monkeyflower,No Intervention,False
Vascular Plant,Mimulus cardinalis,"Crimson Monkeyflower, Scarlet Monkeyflower, Scarlet Monkey-Flower",No Intervention,False
Vascular Plant,Mimulus congdonii,Congdon's Monkeyflower,No Intervention,False
Vascular Plant,Mimulus douglasii,Brownies,No Intervention,False
Vascular Plant,Mimulus filicaulis,"Hetch Hetchy Monkey-Flower, Slenderstem Monkeyflower",Species of Concern,True
Vascular Plant,Mimulus inconspicuus,Smallflower Monkeyflower,No Intervention,False
Vascular Plant,Mimulus kelloggii,Kellogg's Monkeyflower,No Intervention,False
Vascular Plant,Mimulus laciniatus,Cutleaf Monkeyflower,No Intervention,False
Vascular Plant,Mimulus layneae,Layne's Monkeyflower,No Intervention,False
Vascular Plant,Mimulus leptaleus,"Least Monkeyflower, Slender Monkeyflower",No Intervention,False
Vascular Plant,Mimulus mephiticus,"Foul Odor Monkeyflower, Foul-Odor Monkeyflower",No Intervention,False
Vascular Plant,Mimulus montioides,"Mointain Monkeyflower, Mountain Monkeyflower",No Intervention,False
Vascular Plant,Mimulus palmeri,Palmer's Monkeyflower,No Intervention,False
Vascular Plant,Mimulus pilosus,False Monkeyflower,No Intervention,False
Vascular Plant,Mimulus primuloides,"Primrose Monkeyflower, Yellow Creeping Monkey-Flower",No Intervention,False
Vascular Plant,Mimulus pulchellus,Yellowlip Pansy Monkeyflower,No Intervention,False
Vascular Plant,Mimulus pulsiferae,Candelabrum Monkeyflower,No Intervention,False
Vascular Plant,Mimulus tilingii,"Subalpine Monkeyflower, Subalpine Monkey-Flower, Tiling's Monkeyflower",No Intervention,False
Vascular Plant,Mimulus torreyi,Torrey's Monkeyflower,No Intervention,False
Vascular Plant,Mimulus viscidus,Sticky Monkeyflower,No Intervention,False
Vascular Plant,Callitriche heterophylla var. bolanderi,Bolander's Water-Starwort,No Intervention,False
Vascular Plant,Callitriche marginata,Winged Water-Starwort,Species of Concern,True
Vascular Plant,Collinsia bartsiifolia var. davidsonii,Davidson's Blue Eyed Mary,No Intervention,False
Vascular Plant,Collinsia childii,Child's Blue Eyed Mary,No Intervention,False
Vascular Plant,Collinsia heterophylla,Purple Chinese Houses,No Intervention,False
Vascular Plant,Collinsia linearis,Narrowleaf Blue Eyed Mary,No Intervention,False
Vascular Plant,Collinsia tinctoria,Sticky Chinese Houses,No Intervention,False
Vascular Plant,Collinsia torreyi var. torreyi,"Torrey's Blue Eyed Mary, Torrey's Blue-Eyed Mary",No Intervention,False
Vascular Plant,Collinsia torreyi var. wrightii,Wright's Blue Eyed Mary,No Intervention,False
Vascular Plant,Gratiola ebracteata,Bractless Hedgehyssop,No Intervention,False
Vascular Plant,Limosella acaulis,Owyhee Mudwort,No Intervention,False
Vascular Plant,Penstemon azureus var. angustissimus,Azure Penstemon,No Intervention,False
Vascular Plant,Penstemon davidsonii var. davidsonii,Davidson's Penstemon,No Intervention,False
Vascular Plant,Penstemon heterodoxus,"Sierra Beardtongue, Sierra Penstemon",No Intervention,False
Vascular Plant,Penstemon heterodoxus var. heterodoxus,Sierra Beardtongue,No Intervention,False
Vascular Plant,Penstemon heterophyllus var. purdyi,Purdy's Penstemon,No Intervention,False
Vascular Plant,Penstemon procerus var. formosus,"Pincushion Beardtongue, Pincushion Penstemon",No Intervention,False
Vascular Plant,Penstemon roezlii,Roezl's Penstemon,No Intervention,False
Vascular Plant,Penstemon rostriflorus,"Beaked Beardtongue, Beakflower Penstemon, Bridges' Penstemon",No Intervention,False
Vascular Plant,Penstemon rydbergii var. oreocharis,Herbaceous Penstemon,No Intervention,False
